,z_centroid/z_shape,x_centroid/x_shape,y_centroid/y_shape,z_max/z_shape,x_max/x_shape,y_max/y_shape,z_min/z_shape,x_min/x_shape,y_min/y_shape,z_length/z_shape,x_length/x_shape,y_length/y_shape,iou_on_xoy,distance_nearest_centroid,point_count,mean_z_distance_on_xoy,std_z_distance_on_xoy,std_z_distance_div_mean_z_distance,median_z_distance_on_xoy,skew_z_distance_on_xoy,kurt_z_distance_on_xoy,quantile_down_z_distance_on_xoy,quantile_up_z_distance_on_xoy,mean_x_distance_on_zoy,std_x_distance_on_zoy,median_x_distance_on_zoy,std_x_distance_div_mean_x_distance,skew_x_distance_on_zoy,kurt_x_distance_on_zoy,quantile_down_x_distance_on_zoy,quantile_up_x_distance_on_zoy,mean_y_distance_on_zox,std_y_distance_on_zox,median_y_distance_on_zox,std_y_distance_div_mean_y_distance,skew_y_distance_on_zox,kurt_y_distance_on_zox,quantile_down_y_distance_on_zox,quantile_up_y_distance_on_zox,max_nonzero_internal,target,class_id
0,0.5323860690607578,0.8442075795681762,0.30173211127277805,0.9961389961389961,0.8656488549618321,0.4442748091603053,0.0,0.7893129770992366,0.09312977099236641,1.0,0.07786259541984733,0.3526717557251908,0.10381122145828028,1.1118101956661879,124241,126.24856909239575,70.22866809515124,0.5562764974172201,122.0,0.13347372875717842,-0.8108644412056307,70.0,175.5,1.6123375804213447,0.9696762749120044,2.0,0.601657264227676,-0.09547405634250004,-0.7184279362170267,1.0,2.0,10.968304876898406,9.3160408954614,8.0,0.8493738664410077,1.069922467120992,0.5771934139663961,4.0,16.0,1,0,5
0,0.493998581472014,0.8454157348894352,0.7231114554292755,0.9961389961389961,0.8687022900763359,0.8961832061068702,0.0,0.8015267175572519,0.5679389312977099,1.0,0.06870229007633588,0.3297709923664122,0.12767489711934157,0.4448050132732033,135504,131.60112812248187,74.36418426871985,0.5650758489217462,129.0,-0.1275367348530829,-1.095943465084896,73.0,198.0,1.7303096854788338,0.8267295005862052,2.0,0.4780944203851534,-0.36361982718897146,-0.25122985086223215,1.0,2.0,12.74108557844691,9.104234860353586,11.0,0.7145796348876344,0.8831281924328789,0.2571403361317386,6.0,18.0,1,0,9
0,0.2157266492393996,0.69246940132276,0.3003233817608915,0.3166023166023166,0.7221374045801526,0.4259541984732824,0.09266409266409266,0.6366412213740458,0.183206106870229,0.2277992277992278,0.08702290076335878,0.24427480916030533,0.20482456140350877,7.0351987309677195,11333,5.320663811563169,2.6176569062993655,0.4920748470824896,6.0,-0.3722770735407228,-0.8497874219900949,3.0,7.0,6.650485436893204,2.690568604302345,7.0,0.40465676875322615,0.003056985785233575,0.11746602502821402,5.0,8.0,13.015457788347206,7.491963873183392,12.0,0.5756530689855853,0.3676436715601958,-0.437246988477773,7.0,18.0,16,1,127
0,0.22536575984851845,0.7032722061361177,0.6880831212892282,0.3127413127413127,0.7297709923664122,0.8091603053435115,0.09652509652509653,0.6519083969465649,0.5801526717557252,0.22007722007722008,0.07938931297709924,0.23053435114503817,0.23217014773306163,5.3781366711729985,10440,5.035655512890839,2.367299451138848,0.47021271259815395,5.0,-0.34993603396903444,-0.5844762868730369,3.0,7.0,6.143042071197411,2.874466350818069,6.0,0.4680088966672179,0.8977352682128128,2.3621187775124075,4.0,7.0,12.568069306930694,7.81685150935811,12.0,0.6219912802173252,0.570683328828276,-0.1861300633322065,7.0,17.0,15,1,129
0,0.2729266705462554,0.6938806425166038,0.7508771219720561,0.3938223938223938,0.7587786259541984,0.8885496183206106,0.11196911196911197,0.5236641221374045,0.5893129770992367,0.2857142857142857,0.2366412213740458,0.300763358778626,0.10571475356148682,19.127687851928314,17728,5.060718711276332,2.3939612032180304,0.4731517770599567,5.0,-0.29519781075195073,-0.6062294204733552,3.0,7.0,8.719621513944222,4.039857902775065,8.0,0.46336810929287064,0.34092816725912894,-0.03370054899338948,6.0,11.0,10.709658068386323,7.13964106190616,9.0,0.6666855590304523,1.1257665072169205,1.0757823779471312,6.0,14.0,30,1,150
0,0.298931782375491,0.6868322663075204,0.2657096056519746,0.39768339768339767,0.7480916030534351,0.43206106870229005,0.13127413127413126,0.5221374045801527,0.12061068702290076,0.2702702702702703,0.22748091603053436,0.31297709923664124,0.09978719921427402,18.582399497435546,17667,5.1932414698162725,2.336001310959422,0.44992157652656933,6.0,-0.4040685990319738,-0.6374531868365114,4.0,7.0,9.083022884513039,3.8729179318335376,9.0,0.426454004033611,0.10793600981140773,0.25939074750751345,7.0,11.0,10.159549228944247,7.710645508561697,8.0,0.7589791983482169,1.340614234039586,1.4828025661501445,5.0,14.0,21,1,181
0,0.3406255160918813,0.6729833706598084,0.7729862186914301,0.4594594594594595,0.766412213740458,0.9022900763358779,0.16988416988416988,0.39236641221374047,0.5877862595419847,0.29343629343629346,0.3755725190839695,0.31603053435114503,0.09365303797965516,28.58925000172573,26535,5.339274481023275,2.840674645803436,0.5321214585320209,6.0,-0.19717343974616788,-0.810394252514381,3.0,7.0,12.121147260273972,7.900037007620538,11.0,0.6517852685648671,1.587412091410864,3.1717588424017205,7.0,14.0,10.612049117421336,8.042707063716152,9.0,0.7579072681867076,1.5851444399387524,2.9243500506360998,5.0,13.0,27,1,209
0,0.36008014669680677,0.6580153877217673,0.23437664055836996,0.47104247104247104,0.7572519083969466,0.433587786259542,0.19305019305019305,0.40916030534351144,0.11297709923664122,0.28185328185328185,0.34961832061068704,0.32213740458015266,0.08981973964692978,25.32393750823423,25330,5.589400921658986,2.621480946206617,0.4691042705088099,6.0,-0.34635507678173993,-0.5561843264006359,4.0,7.0,11.825716845878135,7.118488873538564,11.0,0.6019835400066976,1.1356598493264474,1.5950642796924823,7.0,14.0,10.250696378830083,8.5053388366747,8.0,0.8297493919387259,2.2612119731768,6.245019377055964,5.0,11.0,1,1,221
0,0.4081132725081769,0.6446804103661204,0.7852920698205864,0.528957528957529,0.766412213740458,0.9053435114503817,0.23938223938223938,0.3419847328244275,0.5862595419847328,0.29343629343629346,0.4259541984732824,0.32061068702290074,0.09544290834613416,33.41081784161824,31400,5.822603719599428,2.6853745421704565,0.4612907525162506,6.0,-0.2750799807393877,-0.4296049364506951,4.0,8.0,14.384183059012445,8.690606497257296,14.0,0.604205484323811,0.9503157860918637,0.9391092836359576,9.0,17.0,11.236034872457216,8.542500120204451,10.0,0.7602984432437054,1.8861645969376253,4.521951380506975,6.0,13.0,1,1,302
0,0.4283723888790953,0.6269471543916658,0.22808924502875652,0.5328185328185329,0.7587786259541984,0.4213740458015267,0.26640926640926643,0.3419847328244275,0.12061068702290076,0.2702702702702703,0.4183206106870229,0.30229007633587784,0.09854014598540146,29.832937380570044,29524,5.704264870931538,2.281722338686121,0.4001080388601494,6.0,-0.6768168644049473,-0.0801022720459521,4.0,7.0,15.139659803043868,8.446253409639823,14.0,0.5579184473811103,0.7458363877409908,0.4418555178285213,10.0,18.0,11.731672597864769,9.788683630197697,10.0,0.8343950236861909,2.870763897145068,10.785218838757107,7.0,13.0,1,1,381
