,z_centroid/z_shape,x_centroid/x_shape,y_centroid/y_shape,z_max/z_shape,x_max/x_shape,y_max/y_shape,z_min/z_shape,x_min/x_shape,y_min/y_shape,z_length/z_shape,x_length/x_shape,y_length/y_shape,iou_on_xoy,distance_nearest_centroid,point_count,mean_z_distance_on_xoy,std_z_distance_on_xoy,std_z_distance_div_mean_z_distance,median_z_distance_on_xoy,skew_z_distance_on_xoy,kurt_z_distance_on_xoy,quantile_down_z_distance_on_xoy,quantile_up_z_distance_on_xoy,mean_x_distance_on_zoy,std_x_distance_on_zoy,median_x_distance_on_zoy,std_x_distance_div_mean_x_distance,skew_x_distance_on_zoy,kurt_x_distance_on_zoy,quantile_down_x_distance_on_zoy,quantile_up_x_distance_on_zoy,mean_y_distance_on_zox,std_y_distance_on_zox,median_y_distance_on_zox,std_y_distance_div_mean_y_distance,skew_y_distance_on_zox,kurt_y_distance_on_zox,quantile_down_y_distance_on_zox,quantile_up_y_distance_on_zox,max_nonzero_internal,target,class_id
0,0.6149823530614756,0.8629472407178669,0.7040544248215923,0.9805194805194806,0.8854961832061069,0.8885496183206106,0.0,0.8122137404580153,0.5587786259541985,0.9837662337662337,0.07480916030534351,0.33129770992366414,0.19947333772218565,0.8878675521674602,108591,81.71994342291372,99.5656738947214,1.2183740143509396,2.0,0.7738719028053969,-0.8740733245854528,0.0,172.0,1.4290478943389513,1.143487803641674,1.0,0.8003143168646955,2.0634075668413967,19.04857628890478,1.0,2.0,10.098220499055572,9.340741352292804,8.0,0.9249962760161933,2.9837960630010594,23.035439231677667,4.0,14.0,14,0,7
0,0.5722384987502734,0.8732942013218384,0.3133163363476033,0.9253246753246753,0.8885496183206106,0.4366412213740458,0.0,0.833587786259542,0.1282442748091603,0.9285714285714286,0.05648854961832061,0.3099236641221374,0.12994275063240582,0.3341577429800725,101404,133.48565573770492,77.38871447029237,0.5797561864337928,131.0,0.10123242880716869,-1.0133291867861258,71.0,196.0,1.596978233034571,1.0653473028582723,2.0,0.6673102804618758,-0.01056641138635869,-0.9447615770228723,1.0,2.0,15.153265557609366,11.498591614442448,13.0,0.7588352976082164,0.9060769628912186,0.279207523809216,6.0,21.0,5,0,18
0,0.27820515511523447,0.7375413028019732,0.3297503549853856,0.38961038961038963,0.783206106870229,0.433587786259542,0.1396103896103896,0.6045801526717557,0.24732824427480915,0.2532467532467532,0.1801526717557252,0.18778625954198475,0.1612925451288411,7.146568108684224,13612,5.645023494233234,2.8781533820269947,0.5099435708986545,6.0,-0.21275825676544322,-0.9727813559415601,3.0,8.0,8.499396863691194,3.4008500656303307,8.0,0.40019896955177203,0.09827533394357545,0.41866645353775844,7.0,10.0,10.130249110320285,6.533344475658309,8.0,0.6449692831066648,0.6794935214319352,-0.3806730809189278,5.0,14.0,1,1,216
0,0.3123144753425821,0.7161433446638429,0.2904711045020221,0.4512987012987013,0.8015267175572519,0.4351145038167939,0.1525974025974026,0.5038167938931297,0.21068702290076335,0.30194805194805197,0.29923664122137406,0.22595419847328244,0.1177261445118588,16.728623106387637,22628,6.7543191800878475,3.3201941008088074,0.49164132919114234,7.0,0.007960650511405338,-0.7128406822754152,4.0,9.0,12.071744471744472,6.477611594567201,12.0,0.5366312199955859,1.1191764893700653,1.9234173981385996,8.0,14.0,9.467011128775834,5.88458450197717,8.0,0.6216283886791488,1.2336102474781032,1.408641103414587,6.0,11.0,1,1,239
0,0.28750874530238674,0.7334301482898021,0.6774968708357397,0.39285714285714285,0.7709923664122137,0.7541984732824427,0.1525974025974026,0.616793893129771,0.5847328244274809,0.2435064935064935,0.15572519083969466,0.17099236641221374,0.18207282913165265,7.368698199314852,13588,6.090865384615385,3.1418160973803655,0.515903733742598,6.0,-0.26464405357400256,-0.9633047087885367,4.0,9.0,8.391908975979772,3.149552585605708,9.0,0.37538267061188024,-0.11234427458884645,0.417551964253732,7.0,10.0,10.282742681047766,6.650037735097687,8.0,0.6467526406854865,0.6283521034801047,-0.47700377453077625,6.0,15.0,25,1,240
0,0.32324257155419195,0.7079231193172577,0.7151625051844603,0.4577922077922078,0.7893129770992366,0.7862595419847328,0.15584415584415584,0.5129770992366413,0.5877862595419847,0.3051948051948052,0.2778625954198473,0.2,0.13669155272208708,17.703862357297456,22951,6.67351948450445,3.2283953831592425,0.48383938209433647,7.0,-0.03309712877162309,-0.6425197358755095,4.0,9.0,12.333688131985099,6.210274283635097,12.0,0.5035615183110007,1.0167456058842692,1.7268743427931792,9.0,14.0,9.14977614977615,5.830493885447614,8.0,0.6372676798120853,1.2151496072112198,1.0059807164649213,6.0,10.0,1,1,247
0,0.3739552334325301,0.7055734595118911,0.27493829449366014,0.5097402597402597,0.8122137404580153,0.4351145038167939,0.19805194805194806,0.4732824427480916,0.18931297709923664,0.31493506493506496,0.34045801526717556,0.24732824427480915,0.11180313347727398,20.239166626300037,28410,7.7229512255508785,3.349280171545305,0.4337521138743804,8.0,-0.15417519953930586,-0.37830749124767094,6.0,10.0,13.893338954468803,7.238307074905033,14.0,0.5210256564654105,0.6276814902980484,0.632120361183603,9.0,17.0,10.226300670284072,6.704884535639724,9.0,0.6556846964638484,1.731874494738379,3.437184214780058,6.0,11.0,1,1,364
0,0.3850786393570579,0.6910590179839965,0.7287555731232236,0.5227272727272727,0.7954198473282442,0.8076335877862595,0.20454545454545456,0.4778625954198473,0.5816793893129771,0.32142857142857145,0.3190839694656489,0.22748091603053436,0.12886548280402044,22.404887051701916,29567,7.890107151756791,3.264454674293951,0.41381451442678296,8.0,-0.19283360306078007,-0.316439496223083,6.0,10.0,13.971069182389938,7.1155080354823435,14.0,0.5093381619131847,0.39290325540017923,0.2311390570409606,9.0,18.0,10.642624020887729,7.2797662174793185,9.0,0.6840495495886625,1.8557570405733874,3.9667445458575297,7.0,12.0,1,1,391
0,0.4471072432888578,0.6788207016705332,0.7337190115627451,0.5681818181818182,0.8,0.8137404580152672,0.237012987012987,0.4351145038167939,0.5770992366412214,0.3344155844155844,0.366412213740458,0.2381679389312977,0.12636217948717948,22.47762234335066,32134,7.738955823293173,2.9279079414648312,0.37841403857246414,8.0,-0.4905934457247213,-0.14319040587695753,6.0,10.0,14.918555512869766,7.5686134780615735,15.0,0.5073618628605889,0.14796285368168702,-0.30413486870548656,10.0,19.0,11.222781065088757,9.291747028756259,10.0,0.8279515588254903,3.18152379233516,12.530290461342448,7.0,12.0,1,1,509
0,0.42783133887788694,0.6843556404475898,0.2632856086640887,0.564935064935065,0.815267175572519,0.42442748091603055,0.24025974025974026,0.433587786259542,0.1801526717557252,0.32792207792207795,0.383206106870229,0.24580152671755726,0.12261512954393605,22.884755942190363,31924,7.574369323915237,2.934190887027184,0.3874650543783872,8.0,-0.23506434825497668,-0.021716330963052144,6.0,9.0,15.099167297501893,7.735792835052126,15.0,0.5123647097825247,0.20556694712732473,-0.3518179537118442,10.0,20.0,11.15777329102971,7.440680939004613,10.0,0.6668905931610616,2.0402740994727924,5.730782383144195,7.0,12.0,1,1,526
