,z_centroid/z_shape,x_centroid/x_shape,y_centroid/y_shape,z_max/z_shape,x_max/x_shape,y_max/y_shape,z_min/z_shape,x_min/x_shape,y_min/y_shape,z_length/z_shape,x_length/x_shape,y_length/y_shape,iou_on_xoy,distance_nearest_centroid,point_count,mean_z_distance_on_xoy,std_z_distance_on_xoy,std_z_distance_div_mean_z_distance,median_z_distance_on_xoy,skew_z_distance_on_xoy,kurt_z_distance_on_xoy,quantile_down_z_distance_on_xoy,quantile_up_z_distance_on_xoy,mean_x_distance_on_zoy,std_x_distance_on_zoy,median_x_distance_on_zoy,std_x_distance_div_mean_x_distance,skew_x_distance_on_zoy,kurt_x_distance_on_zoy,quantile_down_x_distance_on_zoy,quantile_up_x_distance_on_zoy,mean_y_distance_on_zox,std_y_distance_on_zox,median_y_distance_on_zox,std_y_distance_div_mean_y_distance,skew_y_distance_on_zox,kurt_y_distance_on_zox,quantile_down_y_distance_on_zox,quantile_up_y_distance_on_zox,max_nonzero_internal,target,class_id
0,0.4965524179914757,0.8819566907250705,0.7841766094242575,0.9977220956719818,0.9464285714285714,0.9925595238095238,0.0,0.8139880952380952,0.5461309523809523,1.0,0.13392857142857142,0.4479166666666667,0.07552602436323366,1.3255912746738008,358750,208.52981427174976,127.07226768010408,0.6093740540163375,220.0,-0.054781325235555164,-1.1834236241584666,85.0,326.0,2.011082159433271,1.1636589010400007,2.0,0.5788326761805999,3.9872139406922393,22.720092867280044,2.0,2.0,10.54648102331947,9.245287194679532,7.0,0.8766346366717206,2.6102166998343392,6.592049453331586,6.0,11.0,1,0,266
0,0.4899863013771999,0.9151875152300162,0.2083826638038954,0.9977220956719818,0.9568452380952381,0.43005952380952384,0.0,0.8422619047619048,0.0,1.0,0.11607142857142858,0.43154761904761907,0.08863837312113174,4.126762226962371,378521,219.66783042394016,127.7633962318542,0.5816227818269936,226.0,-0.14597234652366273,-1.2799486725513265,101.0,345.0,2.117315795049836,0.6410528805818215,2.0,0.3030959227524981,-0.4120085930887144,0.5966746703703842,2.0,3.0,11.001285425720756,8.682735291584727,7.0,0.7892664983299011,2.391912603294748,6.134809507282231,6.0,12.0,1,0,284
0,0.5084044087655194,0.9610446900053747,0.8288712698452204,0.9977220956719818,0.9985119047619048,0.9270833333333334,0.0,0.9077380952380952,0.7127976190476191,1.0,0.09226190476190477,0.21577380952380953,0.09977753058954394,0.25999738029999786,160714,199.22742474916387,111.69526466609689,0.5606442193513638,208.0,-0.15643369642621544,-1.1905459361631485,87.0,299.0,1.7197330630174017,0.710695412079519,2.0,0.41360012623429304,-0.2525490459789699,0.03823502698130943,1.0,2.0,5.391499147535784,1.707639426655506,6.0,0.3168548348192701,-1.5498824967362568,2.7026873794038986,5.0,6.0,1,0,298
0,0.5033926596139557,0.9718776463838156,0.07247498132877087,0.9977220956719818,0.9985119047619048,0.1636904761904762,0.0,0.9389880952380952,0.0,1.0,0.06101190476190476,0.16517857142857142,0.15227422544495714,0.31395757784789907,138104,223.8932178932179,122.40144140720254,0.5466976439095897,231.0,-0.16863298616939001,-1.2119645745675018,117.0,334.0,1.9935865490867333,0.6647805746234158,2.0,0.33379377542090544,-0.5938453313374947,1.0850463329547662,2.0,2.0,6.9542998390434585,1.5935820615323113,7.0,0.2292614406903282,-1.6535090252827689,4.630109300562708,6.0,8.0,1,0,299
0,0.25294516474963313,0.75863453207812,0.27885069536877943,0.35990888382687924,0.8035714285714286,0.4270833333333333,0.07517084282460136,0.6220238095238095,0.16517857142857142,0.2870159453302961,0.18303571428571427,0.26339285714285715,0.1311836847182031,13.878238502819308,29515,11.168767507002801,5.076254050770075,0.45455324361826954,12.0,-0.37267640152420595,-0.5587584216558268,8.0,15.0,9.73505059797608,3.707606330013922,10.0,0.3809148578978075,-0.5141288809092215,0.4445390137508465,8.0,12.0,11.737746891002194,10.012304258304711,8.0,0.8530130474130895,1.3791424401481638,1.2984776698692055,5.0,16.0,30,1,5125
0,0.18395139638209446,0.7636627911101274,0.3291204480123496,0.25740318906605925,0.7872023809523809,0.41369047619047616,0.07517084282460136,0.71875,0.23065476190476192,0.1845102505694761,0.06994047619047619,0.18452380952380953,0.2616678105696637,3.830205044916562,16781,11.189508196721311,4.622510831276376,0.4131636159858237,12.0,-0.7260835898137482,-0.36444933149407177,8.0,15.0,6.933962264150943,3.6288461416086126,6.0,0.5234125296358796,1.329278375865799,3.3195338458006556,5.0,9.0,12.829194883370956,9.718563284671585,10.0,0.7575538308672911,0.6075402251629937,-0.6803575061198348,5.0,20.0,6,1,5167
0,0.25432858479192466,0.7274566428384418,0.722281377205942,0.357630979498861,0.7782738095238095,0.8303571428571429,0.0774487471526196,0.5788690476190477,0.5684523809523809,0.2824601366742597,0.20089285714285715,0.26339285714285715,0.1247122829043733,14.077784236390944,30556,11.298657718120806,4.941014767449011,0.4373596874110356,12.0,-0.6377654567191504,-0.18941086823820896,9.0,15.0,10.685232336091662,4.148381838945401,11.0,0.38829230999697495,-0.24298855835136887,0.6146744305435199,9.0,13.0,11.680613668061367,11.020092030655835,8.0,0.9434563018282773,1.9180130089825849,3.353870510297258,6.0,13.0,28,1,5267
0,0.28678498988552603,0.6809891550407381,0.7586891410990756,0.43735763097949887,0.7886904761904762,0.8586309523809523,0.07972665148063782,0.40773809523809523,0.5639880952380952,0.35990888382687924,0.38244047619047616,0.2961309523809524,0.09620084860098156,28.051936638953205,50380,11.612195121951219,6.034259921641412,0.5196898750313413,12.0,-0.31485290358782003,-0.9053871356588257,7.0,17.0,13.025790535994618,6.8073211929010675,12.0,0.5226399529560902,0.9483764056604128,1.1880490640677008,9.0,15.0,11.595760931831201,13.921141170337666,9.0,1.2005198048123662,4.120355032101262,19.267266704094432,6.0,11.0,1,1,5373
0,0.19012465607195383,0.7377438353925878,0.6611199567653502,0.2642369020501139,0.7678571428571429,0.7782738095238095,0.08200455580865604,0.6830357142857143,0.5595238095238095,0.1845102505694761,0.08630952380952381,0.22023809523809523,0.22961323392357874,5.263788999922165,17193,8.67427701674277,4.285312292474722,0.49408362225233776,10.0,-0.5607791526432991,-0.7817858474121615,6.0,12.0,7.61990138951143,4.502100973337684,7.0,0.5908882352860853,1.7169822295082466,4.357503008457373,5.0,9.0,13.24719940253921,9.709886513854212,11.0,0.732996705347972,0.6795379014461067,-0.5157632256682709,5.5,20.0,12,1,5586
0,0.28605886968193406,0.7147903127504952,0.2343948887860488,0.4328018223234624,0.8139880952380952,0.42410714285714285,0.0888382687927107,0.43005952380952384,0.13095238095238096,0.3462414578587699,0.3854166666666667,0.29464285714285715,0.09582309582309582,29.005478818303025,50317,11.498168498168498,6.0365344630952515,0.5250409596186772,12.0,-0.14117241841510705,-0.870515903140169,7.0,16.0,12.92087617344658,7.639981994409007,12.0,0.5913214065702482,1.9242800000385984,6.596588090098798,9.0,15.0,11.18546616091036,8.941555687815937,9.0,0.7994084601144663,1.9334506266101372,3.893708926869297,6.0,12.0,1,1,5971
